"sentiment","content"
"neutral","@helen_bop and that marisa mauro can go use a banana as a dildo. srsly, some people are such arseholes"
"neutral","@Helena210 No one to rub it in"
"neutral","@hellocuppycake no omelette today  dim sum tomorrow! FEAST!"
"neutral","@hellocuppycake yeah, guess we gotta wait til sometime in June"
"neutral","@HereLiesVanessa understandable. yah i leave on monday! I'll be gone when you're in chi"
"neutral","@heresMonique hey u, no not yet  soon maybe tomorrow!"
"neutral","@heresmyhello92 I don't think it was either. But I can't remember it."
"neutral","@Hetty4Christ  its my fav since i was little its gonna storm"
"neutral","@hezmcfly eww  What r u doing atm?"
"neutral","@Hi_Im_Chris in the other room on my work laptop  fb chat might work"
"neutral","@HilaryJ Not sure, but I CAN tell you what happens to a pre-chilled watermelon that you leave in your car  *in TX* for a week!   NOT GOOD"
"neutral","@hilarylanders I know  I think I'm like dieing!"
"neutral","@hildy77 yikes, that sucks about the TV. hopefully some animals in the wilderness between harstad and oslo are enjoying it."
"neutral","@hindupez Maybe JD can help you out there I don't know though  But I will ask!"
"neutral","@hkygrl12 So I'm not seeing you this Saturday?"
"neutral","@HockeyGal78 yeah back to work  I get out at 3:30 so it's not that bad"
"neutral","@hoezay__x3 trueee"
"neutral","@holliebarden me tooo"
"neutral","@hollingsworth yum. Do you do home delivery"
"neutral","@hollymarie79 I have the twitter but I can't follow you"
"neutral","@hollypop04 mmm  Where is it Holly?"
"neutral","@HomeSwapperteam what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises"
"neutral","@honeychild27 You're the only person to have joined in  #penilewords"
"neutral","@hookbill YAY! Thanks for the #followfriday. #FAILFriday is still winning, though."
"neutral","@hothusband_01 here is winter, but not snow"
"neutral","@HottSnowflake never.  smh, I don't own flats  lol"
"neutral","@howlertwit AAAAhhhh! you makin me feel all gilty now"
"neutral","@hughsbeautiful Yes yes she is indeed nuts! ... Like me... though i am not rich  Tut x"
"neutral","@Huneychild ....back to a frizz head again"
"neutral","@HypeDaGreat Oh ok. I&quot;m @ work so no playing for me til later  lol."
"neutral","@iamalejandra I own maybe 15 pairs of shoes. If that many. I have super huge feet."
"neutral","@iamdiddy Well....not the Spurs!!!"
"neutral","@iamdiddy yeah except the spurs aren't in the champs like they usually are."
"neutral","@iamepiclyamazin but....why?!"
"neutral","@iamfrances nope  i wasn't home went it was on but i will soon,"
"neutral","@IamNewYork nuthin much just gettin ready 2 head bk 2 wrk  n u???"
"neutral","@iceweasel im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...)"
"neutral","@iconermaddyct I wish I could get twitter to upload my background of M"
"neutral","@IfeBaby"
"neutral","@Ifightboys"
"neutral","@ilicco I don't have an invite  i might try Mr P Bale for an invite"
"neutral","@Im_Queen sorry if I got u sick."
"neutral","@Imageglow you will have to unfollow some people that are not following you so you can follow new people"
"neutral","@Imagelimited http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain"
"neutral","@imalexevans He he i wish i could go to the gym"
"neutral","@iMBA Ur welcome"
"neutral","@iminditch yesh and that potato guy is online... but hes not live"
"neutral","@Impala_Guy I m afraid yes - both are true  I hope u r not disappointed yet"
"neutral","@imreallywildin u callin me grimmy"
"neutral","@imseth no, not yet  i have 3 weeks left!! :O do you have summer holidays now?"
"neutral","@IncrediBILL actually, web works fine. tweetdeck keeps crashing  i'm in NJ today avoiding nascar"
"neutral","@iNetters thank you"
"neutral","@inflight1 that sucks mama"
"neutral","@inlovewitharmy i knoooooooooooow"
"neutral","@inrsoul I can't buy, only rent!"
"neutral","@InsideGaming No flame wars on this weeks episode?"
"neutral","@ireallydohate nooooo dont do that.  I just get a rash of nobodies trying to sell me something."
"neutral","@irgxana  I know... kittie should be a professional...."
"neutral","@IsaGoksu  http://yfrog.com/11z2ip  nothing there"
"neutral","@iskrin I haven't got ANY cupcakes yet  I was hoping if I said it enough, some would appear!"
"neutral","@ismh i don't have anything being fwd through to mobileme and the last week i've gotten at least 4 -5 spam messages a day"
"neutral","@issaleuterio did you watch it?"
"neutral","@its_erincharde yea as an afterthought"
"neutral","@itschristablack aaaa i cant go to his pagee  It really exist?"
"neutral","@itsJorx what do you mean jorx?"
"neutral","@ItsMeGregory you're so far"
"neutral","@itsSamaraMorgan Gosh, no need to be so rude."
"neutral","@itssmarieeee haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend"
"neutral","@ITTO88 @walls6 well its pouring here. Rly rly wet"
"neutral","@IzzySc Hi Isla! I hope it does, too."
"neutral","@J2thaESSICA also just spoke to my &lt;3...               tear "
"neutral","@JackAllTimeLow wish you we're coming to Perth"
"neutral","@jackgraycnn Hi...!!! Who is Mary Poppins???"
"neutral","@jackieamodeo weird trigger. You should definitely ask him about them on monday, dude...  shitty."
"neutral","@jacobjunior7 it's still being retarded for me"
"neutral","@jakeboyd, oh noooo!  if i blow a tire you're reaaaally going to have to send up some batman smoke."
"neutral","@Jalanii awwww wat i was gonna buy myself something pretty  nvm"
"neutral","@Jalisa_ i know !  my BG looks emo now .! lol"
"neutral","@james_herdman middle-click is addictive, what can i say"
"neutral","@James_Young Iv Only Got Two Twitters On Here !!"
"neutral","@jamesh_1993 Nope not yet  Within 10 working days from Thursday. It should be in before 2 weeks Wednesday. It'll be in before that! I hope"
"neutral","@jamiehigh !!!!  glad you're alright!"
"neutral","@Jamjar84 i got 2 much 2 do 2nite 2b bored. In bath still hav wash, dry, straight hair, get clothes ready etc"
"neutral","@JammyRabbins i wish you were playing at MY prom"
"neutral","@janelleyo Wish we could deliver alcohol, but state law prohibits us."
"neutral","@janey79 she's in LA, wanting sun today... but apparently LA isn't cooperating"
"neutral","@jasonbetts Poor you  Get outside and sleep in the garden, the sun will do you good. But don't forget suncream!!!"
"neutral","@jasonmhines Rude."
"neutral","@Jaxboxchick77 @lesleyadams @PMSharlequin You HAD 6 - 5 star reviews in Canada, at least until the &quot;Talk like a Canadian&quot; incident"
"neutral","@Jay5920 leave Fraser alone"
"neutral","@JayHostDC went last year. I gotta go to my friend's party tonight though.  I can never win"
"neutral","@JayLenoTonight Good luck tonight on the big finale show!"
"neutral","@Jayme1988 not really sure. need to deposit and save some money"
"neutral","@JaySkillz aww poor precious"
"neutral","@JBARSODMG email those pics on ur labtop to me...  I wana put one of them as my background!  http://myloc.me/21DS"
"neutral","@jcbenge Should have caught you   Damn"
"neutral","@jcubed1 totally agree, but she always seems to be henpecking John, even before the cheating thing"
"neutral","@jeangrae whyd u feel awful after last night?"
"neutral","@Jeanise  I was going to say let's go to lunch..."
"neutral","@JeffAbel Unfortunately, yes...not outside!"
"neutral","@JelaniFr3sh  boo. I used to live in upland... Have funnnn"
"neutral","@jemimakiss but have you got @nrierp, and twitted a link to it. No? Fail."
"neutral","@Jemistryteam --- has demi ever replied to you? Coz I haven't got any..."
"neutral","@jen_dang my phone is still broken.  just come over whenever."
"neutral","@Jengo_ i wanna go to the pub"
"neutral","@jennahmonet jennah can u just tell jay i said good night plz? im asking nicely!"
"neutral","@JennyGnow It is sad... I feel bad when I hear it. They look like mid 30's. It's like something u wld see on lifetime"
"neutral","@JennyLouis_420 why baby?"
"neutral","@jennypoynter i want frosties now"
"neutral","@jennyvokals girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home"
"neutral","@Jenshwa I expected it to be warm as usual and now I'm stuck wearing a sun dress on a cold day"
"neutral","@Jenty late reply again! I have Tweetdeck.  Just always have to logged onto my work account   and forget to check my personal account."
"neutral","@jenxstudios it's like 20 bucks for 10 shots  what kind of camera do you have?"
"neutral","@jess_lokelani  i have no idea!"
"neutral","@JessDubb u would put it up once I am off work"
"neutral","@jessicaringle i have to work tonight.  *M*"
"neutral","@jessiiemcfly oh but that girl  but AIDAN!"
"neutral","@jesssicababesss @IvanaE @RachelLock22 DECEMBER... thats like a year away..."
"neutral","@Jewel_Lia  Are the drugs working?"
"neutral","@Jewel_Lia Should have grabbed some on the way to work"
"neutral","@jgullam  awesome! All deserved I'm sure. Miss the Crabs games"
"neutral","@jhicks  youre diabetic?   so is my dad.  &amp; i might be too, not sure.  are you still allowed to eat sugar throughout the day?"
"neutral","@jillvee Sounds great ... wish i had the $ do buy some!"
"neutral","@jimmylala i'd rather find out from experience :-/ ...but where are the stories?"
"neutral","@jimsissy end count  *hangs head lower*"
"neutral","@jjskidmore i was in front of u the other day i waved and u didnt  off to eddie izzard now!"
"neutral","@jmrooke  WHY AREN'T WE IN CHICAGO???????"
"neutral","@Jobishia That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him"
"neutral","@joelyuk If you think Florida's heat will be too much, I will reluctantly take your place"
"neutral","@joeymcintyre Just wondering if you are going to put &quot;One Too Many&quot; on itunes.  I hope you do, it is the only cd of yours I don't have."
"neutral","@JoeysMissMac Blah! Got a shot at the hospital   Taking gravol and moving very slow."
"neutral","@JohnCleese    Mc  John  sim posit  3 yr passed  no  softees   stranded without warren tea out  tech spec  kaching !!"
"neutral","@JohnHLynn Now it let me upload a pic, but I don't have one of myself in the PC"
"neutral","@Johnny_Exp not where i live."
"neutral","@johnnybeane What happened?!"
"neutral","@JoiDlove Y I GOTTA B TALKIN BOUT CLUBBIN Y CANT I B TALKIN BOUT THE MOVIES,DINNER,OR JUST HANGIN OUT"
"neutral","@JonasBrother_NJ Oh! I'm only in my 7   I just joined Twitter a few days ago...."
"neutral","@Jonasbrothers  Hi jonas brothers  you came to argentina la otra vez"
"neutral","@Jonasbrothers you guys didn't say hi or answer my questions yesterday  but nice songs."
"neutral","@JonasBrothersOx umm..nope not anymoree"
"neutral","@JonathanRKnight   Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough!"
"neutral","@JonathanRKnight so, how long have you been at the airport? can you smoke inside a bar or somehting?  would SUK to do security again, lol"
"neutral","@jonmerryman I remember the show... I don't remember the hiccups..."
"neutral","@jonpaulkaiser love the stuff he sell... you should help this guy with his logo and shop  it's kinda Wordart"
"neutral","@jonraff I jus spoke 2 my lawyer, if I blow trial =3to7"
"neutral","@jordan0rly ahaha yay! im staying there until 2 only  going with anyone?"
"neutral","@Jordanknight Hi Jordan i'm gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don't leave us out."
"neutral","@jordanlyn  Can we turn back time, make it so you didn't hurt your knee so bad.. :'( and then you can come to mine and never be ignored??"
"neutral","@jordinsilver So long as they hold your wine without tipping."
"neutral","@Joseph_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4"
"neutral","@JoSH_SHeP  nope   i really want to play it aswell"
"neutral","@Joshuah_Pearson"
"neutral","@joycescapade COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue..."
"neutral","@joyeuxmort Miss you too  tomorrow is friday...the day we usually just lounged around trying to figure out what to do"
